Donor ID,Donor First Name,Donor Last Name,Email,Gender,Phone,Employer,Job Title,Age,Home Address,City,State,Zip,Volunteered in the past, 2019 Gift , 2018 Gift , 2017 Gift , 2016 Gift , 2015 Gift , 2014 Gift , 2013 Gift , 2012 Gift , 2011 Gift 
105,Alexander,Dillon,Alexander_Dillon6225@twipet.com,Male,8-058-247-1804,CarMax,Cash Manager,42,1418 Erindale Crossroad,Quebec,Arkansas,62336,FALSE," $46,309.29 "," $33,290.02 "," $26,178.66 ",,," $89,067.14 ",,," $91,071.32 "
106,Sydney,Anderson,Sydney_Anderson5558@extex.org,Female,6-016-446-5583,Erickson,Loan Officer,44,307 Aberavon  Street,Philadelphia,Alaska,45028,TRUE," $20,007.68 "," $61,636.76 "," $56,522.68 ",,," $58,075.94 ",,," $90,939.79 "
107,Maxwell,Kelly,Maxwell_Kelly9210@atink.com,Male,7-086-165-8125,Coca-Cola Company,Global Logistics Supervisor,58,281 Battersea   Rue,Tokyo,New Jersey,69063,FALSE," $85,924.72 "," $15,150.03 "," $43,456.83 ",,," $42,010.83 ",,," $63,406.05 "
108,Marvin,Turner,Marvin_Turner1754@tonsy.org,Male,4-701-724-0584,BuzzFeed,Project Manager,20,7333 Berriman  Walk,Springfield,Ohio,53357,TRUE," $25,188.95 "," $70,335.45 "," $60,742.17 ",,, $263.38 ,,," $69,040.04 "
109,Nate,Wilde,Nate_Wilde5182@infotech44.tech,Male,8-873-116-4634,CarMax,Budget Analyst,49,6598 Queen Boulevard,Scottsdale,Arizona,33176,FALSE," $58,706.16 "," $80,852.43 "," $74,707.48 ",,," $35,784.79 ",,," $66,422.81 "
110,Sadie,Tobin,Sadie_Tobin5571@eirey.tech,Female,7-106-026-7141,Areon Impex,Global Logistics Supervisor,54,3987 Babmaes    Avenue,San Diego,Illinois,82132,TRUE," $67,217.72 "," $82,797.23 "," $51,128.07 ",,," $34,629.09 ",,," $27,489.02 "
111,George,Silva,George_Silva6838@muall.tech,Male,3-510-714-4084,Biolife Grup,Call Center Representative,21,8177 Baynes  Pass,Louisville,Hawaii,73756,FALSE," $28,278.31 "," $94,472.01 "," $48,111.73 ",,," $27,598.07 ",,," $67,269.92 "
112,Phillip,Jenkin,Phillip_Jenkin5104@famism.biz,Male,7-006-668-6456,Apple Inc.,Banker,53,7634 Queensberry  Route,San Bernardino,New Jersey,28260,FALSE," $54,170.31 "," $24,140.73 "," $84,131.54 ",,," $28,936.66 ",,," $24,027.10 "
113,Johnny,Murray,Johnny_Murray2150@ovock.tech,Male,3-518-477-3531,Team Guard SRL,Call Center Representative,65,1838 Jackson Rue,Norfolk,Kentucky,70637,FALSE," $39,742.17 "," $85,850.89 "," $28,758.22 ",,," $91,966.69 ",,," $28,792.88 "
114,Alexia,Mould,Alexia_Mould9178@acrit.org,Female,2-451-042-1568,Facebook,Banker,31,6435 Carpenter Road,Sacramento,Michigan,65323,TRUE," $78,173.63 "," $34,564.73 "," $79,956.79 ",,," $67,211.00 ",,," $26,932.83 "
115,Carter,Marshall,Carter_Marshall9697@brety.org,Male,8-524-236-6866,Apple Inc.,Investment  Advisor,68,8887 Coalecroft  Route,Prague,Michigan,81398,FALSE," $12,934.77 "," $86,442.88 "," $19,129.86 ",,," $41,598.19 ",,," $21,327.48 "
116,Russel,West,Russel_West688@elnee.tech,Male,2-810-738-1071,Facebook,Retail Trainee,72,4834 Udall   Route,Rome,Hawaii,37105,FALSE," $37,519.39 "," $21,731.19 "," $91,608.76 ",,," $40,552.33 ",,," $39,088.27 "
117,Liliana,Hobbs,Liliana_Hobbs3470@kideod.biz,Female,0-668-011-6061,Global Print,Stockbroker,68,6520 Vincent  Street,Miami,Rhode Island,33267,FALSE," $43,002.31 "," $81,902.05 "," $8,359.11 ",,," $60,503.76 ",,," $93,312.16 "
118,Barney,Sylvester,Barney_Sylvester629@deons.tech,Male,4-718-831-8156,BuzzFeed,Paramedic,52,4385 Bliss  Avenue,Venice,Tennessee,97319,FALSE," $64,484.78 "," $39,335.36 "," $5,249.22 ",,," $71,927.37 ",,," $33,986.02 "
119,John,Ainsworth,John_Ainsworth4716@gompie.com,Male,3-245-631-1141,Mars,Operator,36,5028 Capeners  Boulevard,St. Louis,South Dakota,86918,FALSE," $5,807.64 "," $57,589.63 "," $45,628.79 ",,," $11,839.09 ",,," $62,917.19 "
120,Piper,Kerr,Piper_Kerr8598@bulaffy.com,Female,8-706-876-1768,BuzzFeed,Budget Analyst,20,9992 King William  Vale,London,Montana,18116,FALSE," $34,617.12 "," $67,529.61 "," $15,212.44 ",,," $67,027.76 ",,," $98,904.90 "
121,Elly,Wooldridge,Elly_Wooldridge2019@tonsy.org,Female,5-528-427-7228,Erickson,Cashier,59,1440 Fawn Street,Amarillo,Illinois,98272,FALSE," $76,398.27 "," $54,389.28 "," $27,016.65 ",,," $85,534.68 ",,," $33,895.66 "
122,Wade,Thorne,Wade_Thorne9758@fuliss.net,Male,0-136-871-6038,21st Century Fox,Associate Professor,45,3954 Marina  Tunnel,Worcester,Ohio,17596,FALSE," $17,945.69 "," $22,644.41 "," $56,969.38 ",,," $31,758.54 ",,," $92,741.16 "
123,Nick,Nielson,Nick_Nielson6861@cispeto.com,Male,7-317-188-0777,Global Print,Accountant,59,7139 Arthur  Crossroad,San Antonio,South Dakota,66095,FALSE," $48,671.38 "," $73,069.77 "," $13,182.22 ",,," $75,856.42 ",,," $56,080.81 "
124,Daniel,Owens,Daniel_Owens3614@guentu.biz,Male,3-686-108-2058,Biolife Grup,Cash Manager,28,696 Magnolia Street,London,Nevada,49052,FALSE, $485.23 ," $49,007.73 "," $2,242.23 ",,," $81,213.64 ",,," $27,227.90 "
125,Carl,Cobb,Carl_Cobb8244@zorer.org,Male,1-617-644-6808,AECOM,Insurance Broker,54,2977 Church Walk,Venice,Utah,36183,TRUE," $96,313.88 "," $74,812.65 "," $29,247.06 ",,," $36,216.76 ",,," $15,864.31 "
126,Melinda,Little,Melinda_Little9257@irrepsy.com,Female,2-057-055-2317,ExxonMobil,Production Painter,41,5644 Besson  Grove,Tallahassee,Maryland,26308,FALSE," $53,189.74 "," $38,236.80 "," $46,249.33 ",,," $25,784.40 ",,," $43,579.63 "
127,Hayden,London,Hayden_London4519@nanoff.biz,Male,8-738-812-0711,UPC,Banker,59,1250 Coley  Route,Cincinnati,New York,28680,TRUE," $33,192.43 "," $60,264.57 "," $78,191.03 ",,," $51,626.77 ",,," $53,641.56 "
128,Tom,Bullock,Tom_Bullock4591@yahoo.com,Male,7-556-288-3225,BuzzFeed,Audiologist,72,3431 Adderley   Way,Indianapolis,Wyoming,41344,TRUE," $77,510.46 "," $75,508.65 "," $79,965.79 ",,," $66,102.35 ",,," $82,360.74 "
129,Ilona,Taylor,Ilona_Taylor9343@elnee.tech,Female,2-305-726-5087,Areon Impex,HR Specialist,57,6569 Rivervalley Alley,Fullerton,Iowa,90835,TRUE," $6,257.56 "," $62,857.08 "," $89,054.57 ",,," $10,510.41 ",,," $54,142.25 "
130,Wade,Hilton,Wade_Hilton8735@hourpy.biz,Male,3-138-254-2521,Coca-Cola Company,Treasurer,28,30 Bellenden   Lane,Rome,Rhode Island,63863,TRUE," $11,208.13 "," $67,808.52 "," $83,709.59 ",,," $40,809.19 ",,," $5,450.36 "
131,Jacob,Rees,Jacob_Rees1226@yahoo.com,Male,7-611-372-6654,Comcast,HR Coordinator,39,2246 Sherwood  Pass,Salt Lake City,Missouri,36842,FALSE," $19,053.82 "," $42,204.48 "," $56,038.89 "," $39,858.77 "," $78,055.71 "," $29,970.28 ",,," $82,622.41 "
132,Henry,Ellison,Henry_Ellison8508@deavo.com,Male,7-721-106-4325,Erickson,Inspector,24,3821 Chester  Road,Nashville,Louisiana,85418,FALSE," $14,594.15 "," $94,731.12 "," $30,076.03 "," $28,561.97 "," $78,207.50 "," $34,764.01 ",,," $91,271.41 "
133,Kieth,Leigh,Kieth_Leigh7881@zorer.org,Male,0-066-107-8868,Danone,Operator,21,810 Boleyn  Drive,Escondido,Nevada,24378,FALSE," $65,533.86 "," $19,076.54 "," $62,068.24 "," $16,567.10 "," $1,604.06 "," $95,667.59 ",,," $72,768.75 "
134,Aileen,Ralph,Aileen_Ralph4178@yahoo.com,Female,5-728-276-0741,ENEL,Food Technologist,72,9586 Tisbury  Lane,Bellevue,New York,95481,TRUE," $4,704.34 "," $12,261.23 "," $21,365.43 "," $42,496.25 "," $84,940.63 "," $19,666.38 ",,," $15,648.84 "
135,Valentina,Jennson,Valentina_Jennson6157@tonsy.org,Female,6-320-080-7450,UPC,Stockbroker,53,6571 Bigland  Grove,Fort Lauderdale,Hawaii,32979,FALSE," $16,127.37 "," $52,032.71 "," $9,455.91 "," $82,287.85 "," $49,332.05 "," $5,425.02 ",,," $41,115.39 "
136,Noah,Norburn,Noah_Norburn8285@gompie.com,Male,0-583-068-6161,Danone,Designer,24,4818 Hammersmith  Crossroad,Lancaster,Vermont,34023,FALSE," $64,301.94 "," $6,994.45 "," $2,665.50 "," $76,324.66 "," $11,321.13 "," $61,958.18 ",,," $90,252.09 "
137,Jacob,Barclay,Jacob_Barclay2499@yahoo.com,Male,1-413-832-2818,Amazon.com,Cashier,20,5602 Woodland Way,San Diego,Alabama,79976,TRUE," $20,077.25 "," $25,520.68 "," $74,136.84 "," $66,431.50 "," $98,470.47 "," $69,597.78 ",,," $56,410.98 "
138,Cedrick,Matthews,Cedrick_Matthews1651@brety.org,Male,7-317-132-2873,Demaco,Investment  Advisor,70,2459 Emily  Walk,San Francisco,California,51706,FALSE," $88,229.66 "," $53,782.28 "," $64,353.36 "," $30,424.03 "," $73,094.81 "," $36,233.92 ",,," $55,182.28 "
139,Benny,Harrison,Benny_Harrison5617@iatim.tech,Male,8-625-302-7314,ENEL,Treasurer,38,5593 Enford   Avenue,Venice,Nebraska,52788,FALSE," $71,533.51 "," $30,536.77 "," $49,778.36 "," $70,510.74 "," $26,110.50 "," $97,337.58 ",,, $756.53 
140,Brad,Ashwell,Brad_Ashwell7414@elnee.tech,Male,0-560-661-6587,Global Print,Assistant Buyer,34,3763 Chatsworth  Route,Worcester,New Mexico,74690,FALSE," $96,829.84 "," $24,164.52 "," $98,580.84 "," $44,185.28 "," $62,892.08 "," $4,271.37 ",,," $59,727.77 "
141,Audrey,Richardson,Audrey_Richardson7433@elnee.tech,Female,2-767-726-2716,It Smart Group,Cashier,44,5827 English   Rue,Scottsdale,Connecticut,42037,TRUE," $15,636.56 "," $58,952.41 "," $61,760.41 "," $74,137.10 "," $12,839.97 "," $76,738.47 ",,," $79,900.31 "
142,Jane,Allcott,Jane_Allcott230@typill.biz,Female,8-078-460-8631,UPC,Dentist,29,553 Hammersmith  Route,Irving,Wisconsin,77689,TRUE," $87,588.00 "," $46,207.72 "," $38,151.43 "," $2,549.55 "," $12,549.30 "," $73,154.95 ",,," $6,440.13 "
143,Parker,Richards,Parker_Richards1697@nickia.com,Female,2-517-740-7434,ENEL,Audiologist,28,9701 Timber   Rue,Orlando,Michigan,89107,FALSE," $92,885.16 "," $99,161.52 "," $23,240.18 "," $66,725.98 "," $42,104.02 "," $17,859.34 ",,," $48,753.13 "
144,Matthew,Eddison,Matthew_Eddison6687@joiniaa.com,Male,3-382-857-5218,Biolife Grup,Laboratory Technician,49,2701 Cadogan  Crossroad,Bucharest,Virginia,74806,TRUE," $86,526.42 "," $89,801.47 "," $54,825.04 "," $29,739.48 "," $33,490.52 "," $25,005.80 ",,," $5,167.04 "
145,Cassandra,Shepherd,Cassandra_Shepherd1872@bretoux.com,Female,4-844-636-5483,Global Print,Biologist,27,502 Abbotswell  Alley,Washington,New Hampshire,87081,TRUE," $77,845.07 "," $93,461.59 "," $81,092.40 "," $57,573.66 "," $76,867.96 "," $93,539.10 ",,," $42,949.02 "
146,Elena,Hepburn,Elena_Hepburn6047@mafthy.com,Female,4-478-074-0526,Carrefour,Restaurant Manager,61,5330 Beaconsfield  Rue,Baltimore,North Dakota,58755,FALSE," $2,301.05 "," $20,023.04 "," $6,254.27 "," $25,207.23 "," $78,036.55 "," $79,357.43 ",,," $28,648.12 "
147,Nate,Huggins,Nate_Huggins3375@deavo.com,Male,3-165-340-3247,Telekom,Systems Administrator,51,8023 Bendall   Avenue,El Paso,New York,33804,TRUE," $18,561.08 "," $55,455.64 "," $57,342.51 "," $74,395.52 "," $25,115.14 "," $85,157.93 ",,," $63,163.78 "
148,Doug,Thomson,Doug_Thomson3310@supunk.biz,Male,8-564-274-4741,Carrefour,Production Painter,19,3954 Bendmore  Tunnel,Murfreesboro,North Dakota,18288,FALSE," $30,544.70 "," $72,244.04 "," $69,675.62 "," $81,138.81 "," $50,133.03 "," $59,219.80 ",,," $63,674.40 "
149,Gabriel,Alldridge,Gabriel_Alldridge5880@deons.tech,Male,5-805-222-7250,Amazon.com,Health Educator,21,2327 Canal  Avenue,Reno,Massachussets,97329,FALSE," $2,532.48 "," $46,964.17 "," $89,103.09 "," $81,519.19 "," $97,716.67 "," $69,301.92 ",,," $55,364.98 "
150,Darlene,Russell,Darlene_Russell3515@gmail.com,Female,7-127-351-3171,UPC,Webmaster,23,5586 Kingly  Vale,Sacramento,Hawaii,46668,FALSE," $89,625.51 "," $89,337.40 "," $53,433.21 "," $23,308.98 "," $14,352.43 "," $17,586.11 ",,," $82,872.40 "
151,Doug,Gonzales,Doug_Gonzales8160@grannar.com,Male,8-456-338-2866,Demaco,Designer,55,112 Elia   Lane,Irving,Tennessee,78922,FALSE," $44,069.71 "," $70,864.50 "," $72,095.66 "," $15,289.47 "," $98,840.05 "," $92,716.63 ",,," $64,119.86 "
152,Isabel,Niles,Isabel_Niles6564@bretoux.com,Female,7-308-017-8107,Carrefour,Associate Professor,72,17 Bond Vale,Stockton,Connecticut,93794,TRUE," $97,212.52 "," $56,756.33 "," $4,894.57 "," $96,422.50 "," $2,506.69 "," $26,768.41 ",,," $55,103.95 "
153,Irene,Noon,Irene_Noon44@gmail.com,Female,1-613-853-3200,Comcast,Fabricator,58,9173 Ashley Boulevard,Saint Paul,Louisiana,74868,FALSE," $82,824.45 "," $30,127.44 "," $22,512.03 "," $60,071.50 "," $5,668.64 "," $66,551.70 ",,," $27,477.58 "
154,Molly,Todd,Molly_Todd8971@mafthy.com,Female,7-188-015-0728,Metro Cash&Carry,Front Desk Coordinator,26,5858 Emily  Walk,Valetta,Rhode Island,27277,TRUE," $68,088.66 "," $38,068.49 "," $71,900.09 "," $14,015.36 "," $73,860.01 "," $90,613.99 ",,," $94,349.67 "
155,Lana,Adams,Lana_Adams6862@joiniaa.com,Female,2-557-073-6452,BuzzFeed,Auditor,67,9716 Ensign   Road,Washington,Idaho,97154,TRUE," $9,698.95 "," $46,202.38 "," $9,917.90 "," $74,858.18 "," $62,991.16 "," $94,165.52 ",,," $8,013.36 "
156,Analise,Hope,Analise_Hope4087@naiker.biz,Female,8-544-514-8724,Amazon.com,Cash Manager,58,5049 West Way,Bakersfield,Washington,31076,TRUE," $47,450.89 "," $79,903.83 "," $66,081.87 "," $37,453.12 "," $93,186.66 "," $23,678.06 ",,," $98,993.70 "
157,Analise,Clark,Analise_Clark8105@tonsy.org,Female,6-276-115-8177,Demaco,Investment  Advisor,19,5991 Lexington Tunnel,Albuquerque,Alaska,80857,TRUE," $51,639.85 "," $49,707.79 "," $89,220.03 "," $21,539.32 ", $422.76 ," $57,557.03 ",,," $67,161.78 "
158,Andie,Poulton,Andie_Poulton9028@guentu.biz,Female,8-675-583-3248,Facebook,Food Technologist,67,5959 Viscount   Vale,Jacksonville,Massachussets,92004,FALSE," $95,121.46 "," $61,178.85 "," $51,569.08 "," $37,459.35 "," $22,593.21 "," $45,847.60 ",,," $30,220.96 "
159,Chester,Martin,Chester_Martin7835@hourpy.biz,Male,5-083-388-0272,Leadertech Consulting,Retail Trainee,52,7775 Coley  Vale,Lakewood,Rhode Island,59251,FALSE," $1,587.20 "," $45,767.25 "," $18,000.64 "," $31,722.05 "," $63,584.18 "," $45,832.65 ",,," $22,380.26 "
160,Cecilia,Weatcroft,Cecilia_Weatcroft6758@joiniaa.com,Female,2-013-272-3166,ExxonMobil,Steward,70,8376 Camdale  Lane,Kansas City,Michigan,36457,TRUE," $8,246.32 "," $88,737.96 "," $89,040.76 "," $67,432.97 "," $36,542.90 "," $34,484.81 ",,," $54,371.97 "
161,Caleb,Connell,Caleb_Connell4877@gembat.biz,Male,1-752-211-5312,Biolife Grup,Software Engineer,64,8383 Littlebury  Hill,Amarillo,Arizona,61139,FALSE," $6,977.57 "," $16,508.79 "," $92,098.76 "," $88,265.60 "," $31,372.59 "," $35,921.48 ",,," $52,545.28 "
162,Bryon,Andrews,Bryon_Andrews6515@irrepsy.com,Male,1-046-415-0806,AECOM,Front Desk Coordinator,48,539 Rail Drive,Bridgeport,Nevada,17350,FALSE," $66,940.95 "," $95,690.39 "," $26,941.77 "," $37,436.89 "," $45,237.54 "," $83,199.38 ",,," $26,173.05 "
163,Mabel,Griffiths,Mabel_Griffiths5796@grannar.com,Female,7-242-663-5152,Amazon.com,Restaurant Manager,37,1240 Parkfields Hill,Irving,Indiana,31788,FALSE," $55,284.62 "," $6,641.55 "," $93,404.38 "," $70,521.74 "," $18,144.59 "," $6,191.92 ",,," $15,278.05 "
164,Brad,Hancock,Brad_Hancock7836@bauros.biz,Male,7-686-712-0765,BuzzFeed,Pharmacist,74,1257 Bede  Drive,Prague,Idaho,73530,TRUE," $29,076.10 "," $30,891.05 "," $48,602.57 "," $4,055.89 "," $34,365.52 "," $79,757.95 ",,," $49,531.63 "
165,Alan,Wood,Alan_Wood4839@muall.tech,Male,4-651-710-7454,Team Guard SRL,Bookkeeper,33,9944 Elia   Hill,San Antonio,Vermont,34097,TRUE," $65,446.08 "," $10,303.72 "," $36,134.83 "," $63,925.04 "," $80,078.89 "," $7,398.65 ",,," $67,129.89 "
166,Florence,Norris,Florence_Norris1606@deons.tech,Female,2-852-503-3382,Erickson,Doctor,28,4626 Blenkarne  Lane,Hollywood,Florida,36615,FALSE," $83,348.05 "," $91,090.30 "," $65,037.34 "," $72,139.47 "," $66,865.00 "," $74,723.86 ",,," $87,306.32 "
167,Bethany,Heaton,Bethany_Heaton6192@acrit.org,Female,7-328-767-0358,Amazon.com,Paramedic,52,6912 Collent   Grove,Toledo,North Dakota,61241,TRUE," $85,409.99 "," $39,809.37 "," $58,393.63 "," $93,796.54 "," $77,337.27 "," $99,965.58 ",,," $32,407.78 "
168,Domenic,Vangness,Domenic_Vangness4022@bungar.biz,Male,2-751-547-8385,21st Century Fox,Loan Officer,27,3667 Adams  Pass,Tokyo,Oklahoma,91681,TRUE," $77,973.95 "," $92,210.41 "," $65,992.84 "," $9,740.56 "," $62,355.63 "," $99,993.12 ",,," $99,062.68 "
169,Sloane,Janes,Sloane_Janes1329@mafthy.com,Female,3-840-140-1338,Comcast,Mobile Developer,74,3858 Garfield Boulevard,Detroit,Florida,61599,FALSE," $96,851.92 "," $93,571.04 "," $7,776.59 "," $9,286.40 "," $69,482.10 "," $62,516.06 ",,," $71,351.10 "
170,Harvey,James,Harvey_James7407@supunk.biz,Male,4-058-460-8374,ENEL,Business Broker,25,7786 King Edward  Road,Washington,Vermont,23162,TRUE," $71,396.55 "," $79,419.45 "," $21,680.42 "," $92,798.80 "," $89,875.56 "," $12,550.43 "," $33,694.19 "," $67,687.92 "," $64,193.51 "
171,Enoch,Dempsey,Enoch_Dempsey6496@womeona.net,Male,4-340-222-8653,UPC,Clerk,68,3000 Berriman  Boulevard,Berna,Missouri,33732,TRUE," $9,390.13 "," $19,614.69 "," $54,856.06 "," $76,951.55 "," $91,053.35 "," $2,235.60 "," $56,712.89 "," $12,016.24 "," $56,145.02 "
172,Rebecca,Yarlett,Rebecca_Yarlett1293@liret.org,Female,8-074-342-3350,CarMax,Cook,62,6732 Bel   Hill,Quebec,Mississippi,64502,TRUE," $55,034.20 "," $63,424.56 "," $30,865.21 "," $31,422.11 "," $32,602.68 "," $97,639.66 "," $41,934.84 "," $79,420.57 "," $80,882.52 "
173,Josh,Tutton,Josh_Tutton158@twace.org,Male,2-514-025-4344,21st Century Fox,Steward,42,3817 Lincoln Rue,Bucharest,Montana,21969,TRUE," $43,005.63 "," $20,489.54 "," $5,467.12 "," $80,179.78 "," $97,696.71 "," $75,073.65 "," $29,286.08 "," $70,768.88 "," $74,835.50 "
174,Peyton,Vinton,Peyton_Vinton35@twipet.com,Female,5-604-830-7001,Metro Cash&Carry,Doctor,49,5945 Cobden  Walk,Honolulu,Washington,27697,TRUE," $24,902.73 "," $54,210.20 "," $19,715.95 "," $36,436.48 "," $89,685.46 "," $97,624.27 "," $5,123.84 "," $68,182.17 "," $29,692.66 "
175,Kimberly,Vernon,Kimberly_Vernon3701@fuliss.net,Female,5-545-370-6047,Leadertech Consulting,Budget Analyst,72,451 Ernest  Grove,Houston,North Dakota,63104,FALSE," $34,234.90 "," $36,557.35 "," $15,537.35 "," $16,677.37 "," $11,227.54 "," $67,992.48 "," $82,699.95 "," $96,387.92 "," $31,401.99 "
176,Rita,Moore,Rita_Moore7994@nimogy.biz,Female,8-837-823-7122,Global Print,Retail Trainee,42,3844 Bond Street,Quebec,Connecticut,64875,TRUE," $86,282.53 "," $3,882.79 "," $42,890.70 "," $86,650.80 "," $84,436.61 "," $25,683.53 "," $35,580.65 "," $99,972.46 "," $14,580.13 "
177,Fred,Pierce,Fred_Pierce6830@famism.biz,Male,7-666-760-5718,Danone,Steward,46,9404 Clifton  Tunnel,Oakland,Massachussets,68142,TRUE," $53,244.72 "," $94,955.84 "," $6,517.52 "," $47,024.50 "," $8,144.49 "," $31,935.72 "," $74,577.65 "," $18,097.95 "," $8,958.87 "
178,Oliver,Asher,Oliver_Asher1518@bauros.biz,Male,0-877-363-4886,Vodafone,Design Engineer,34,5443 Canon Alley,Miami,Washington,52481,FALSE," $54,039.34 "," $54,439.49 "," $38,085.41 "," $97,988.37 "," $8,905.78 "," $34,954.87 "," $91,334.77 "," $2,193.45 "," $13,523.63 "
179,William,Dickson,William_Dickson1936@ubusive.com,Male,2-430-482-4444,Comcast,Ambulatory Nurse,39,5593 Kingly  Rue,Lincoln,Maryland,49308,TRUE," $29,385.35 "," $82,060.88 "," $46,055.00 "," $11,062.22 "," $22,897.20 "," $50,749.31 "," $18,724.08 "," $59,547.06 "," $54,908.44 "
180,Carolyn,Barclay,Carolyn_Barclay1470@nanoff.biz,Female,5-804-138-0457,Comodo,Health Educator,57,9907 Coborn  Boulevard,Denver,Iowa,37094,TRUE," $3,001.19 "," $30,591.77 "," $24,867.27 "," $69,959.76 "," $93,980.84 "," $86,522.20 "," $31,362.83 "," $15,902.57 "," $31,580.18 "
181,Benny,Needham,Benny_Needham5627@eirey.tech,Male,2-318-477-1316,Vodafone,Chef Manager,56,6251 Boleyn  Street,Orlando,Idaho,30412,FALSE," $90,069.67 "," $12,679.74 "," $16,603.96 "," $95,854.54 "," $11,379.27 "," $73,953.89 "," $68,586.02 "," $75,867.46 "," $50,413.71 "
182,Wade,Swift,Wade_Swift4166@typill.biz,Male,0-128-380-6168,Coca-Cola Company,Clerk,36,6075 Becklow  Lane,Jersey City,Arkansas,27865,FALSE," $79,835.46 "," $21,066.46 "," $51,235.72 "," $79,224.11 "," $25,994.24 "," $90,597.56 "," $74,934.14 "," $19,888.45 "," $89,519.97 "
183,Jayden,Clarke,Jayden_Clarke7512@guentu.biz,Male,1-115-835-0767,Vodafone,Biologist,68,2707 Sheraton   Grove,Fort Lauderdale,Utah,87613,TRUE," $29,290.64 "," $86,395.87 "," $91,928.81 "," $78,866.39 "," $19,011.60 "," $92,778.65 "," $76,102.83 "," $69,592.97 "," $6,619.12 "
184,Ryan,Ross,Ryan_Ross1752@mafthy.com,Male,7-250-640-6221,DynCorp,Fabricator,71,9458 Thorndike   Avenue,Stockton,Connecticut,45714,TRUE," $91,567.98 "," $92,143.70 "," $32,426.98 "," $49,989.80 "," $34,724.27 "," $28,428.74 "," $74,412.23 "," $95,904.59 "," $95,669.98 "
185,Cadence,Baldwin,Cadence_Baldwin9236@corti.com,Female,4-055-011-8742,Comodo,Designer,60,9929 Chesterfield  Grove,Saint Paul,New Mexico,62330,TRUE," $65,041.72 "," $35,720.48 "," $50,588.03 "," $13,548.81 "," $59,835.96 "," $23,198.96 "," $40,050.49 ", $123.33 ," $27,323.65 "
186,Danny,Woods,Danny_Woods6898@guentu.biz,Male,4-046-148-2051,Biolife Grup,HR Coordinator,37,6480 Carnegie   Lane,Worcester,Oklahoma,59587,TRUE," $53,546.81 "," $40,539.42 "," $80,634.34 "," $87,345.86 "," $54,098.11 "," $64,811.06 "," $81,598.15 "," $32,885.32 "," $49,661.44 "
187,Wade,Button,Wade_Button5371@famism.biz,Male,2-310-773-5066,Apple Inc.,Healthcare Specialist,53,4613 Meadow Street,Rome,Iowa,51537,TRUE," $58,711.21 "," $1,448.10 "," $48,443.11 "," $76,859.96 "," $96,922.49 "," $18,143.73 "," $26,927.30 "," $4,113.60 "," $9,975.97 "
188,Elisabeth,Moore,Elisabeth_Moore7328@tonsy.org,Female,2-146-125-2235,Areon Impex,Dentist,65,8968 Chapel  Vale,Venice,New Mexico,16258,TRUE," $41,876.58 "," $1,267.27 "," $23,461.87 "," $31,686.28 "," $64,207.86 "," $76,898.29 "," $75,152.93 "," $23,867.64 "," $76,489.02 "
189,Denny,Stone,Denny_Stone3217@iatim.tech,Male,1-443-721-2282,BuzzFeed,Operator,73,4771 Callcott   Grove,Wien,Nevada,12652,TRUE," $42,053.43 "," $19,885.60 "," $12,853.48 "," $36,845.41 "," $35,402.47 "," $66,154.52 "," $91,281.24 "," $18,062.09 "," $19,617.32 "
190,Johnny,Wilcox,Johnny_Wilcox7812@womeona.net,Male,0-637-635-2873,BuzzFeed,Staffing Consultant,68,6491 Berry  Walk,Louisville,Delaware,69142,TRUE," $78,762.82 "," $87,187.75 "," $9,752.06 "," $63,008.44 "," $21,008.89 "," $87,224.77 "," $34,721.95 "," $61,956.35 "," $59,997.12 "
191,David,Janes,David_Janes8997@grannar.com,Male,5-016-347-0102,DynCorp,Dentist,73,1126 Jackson Route,Fayetteville,North Dakota,93093,TRUE," $19,492.35 "," $52,379.17 "," $69,759.86 "," $59,825.83 "," $3,879.77 "," $76,379.40 "," $19,769.51 "," $69,386.85 "," $17,250.77 "
192,Javier,Fenton,Javier_Fenton8714@infotech44.tech,Male,4-148-275-0073,DynCorp,Stockbroker,54,4276 Howard Boulevard,Columbus,Oregon,38736,TRUE," $76,824.12 "," $12,716.24 "," $63,295.92 "," $72,224.18 "," $85,183.35 "," $36,375.57 "," $82,607.89 "," $84,909.32 "," $83,591.29 "
193,Kurt,Dyson,Kurt_Dyson3434@gmail.com,Male,2-216-075-3387,Carrefour,Budget Analyst,55,6987 West Pass,Garland,West Virginia,93302,FALSE," $63,134.57 "," $30,529.00 "," $3,533.66 "," $47,421.69 "," $43,234.75 "," $33,601.93 "," $28,955.54 "," $18,834.92 "," $62,012.15 "
194,Helen,Jones,Helen_Jones4420@nimogy.biz,Female,6-080-064-5821,Carrefour,Cook,26,487 Epworth  Way,Milwaukee,Michigan,59033,FALSE," $24,365.93 "," $73,414.16 "," $57,007.07 "," $72,892.59 "," $69,310.49 "," $36,972.13 "," $59,321.97 "," $90,500.97 "," $32,995.83 "
