Donor ID,Donor First Name,Donor Last Name,Gender,Phone,Email,State,Has Children,Married,Volunteered before,Engaged with Organization,Own Property,Past served on Board,Employer,Job Area,Salary Estimation,Retired?,Education,Education Area,Active outside Organization,Political Contribution,Donor Age,Joint Mailing Name,Military Affiliate/Veteran,Total Lifetime Donations,2019 Donations,2019 Donations Gave in the Area,2018 Donations,2018 Donations Gave in the Area,2017 Donations,2016 Donations,2015 Donations,2014 Donations,2013 Donations,2012 Donations,2011 Donations,2010 Donations
004-63-5837,Doug,Long,Unknown,5-715-216-1282,Doug_Long4559@grannar.com,Nevada,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Basic Math,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Scholarships & Student Financial Aid,$0,Support N.E.C.,$0,$0,$0,$0,$0,$0,$0,$0
004-68-2514,Russel,Goldsmith,Male,5-244-161-0518,Russel_Goldsmith4410@kideod.biz,New Jersey,TRUE,TRUE,Unknown,FALSE,Unknown,Unknown,Team Guard SRL,Human Resources,Unknown,Unknown,University-preparatory school,Modern Literature,Unknown,Unknown,42,Unknown,Unknown,"$15,830","$3,090",Student Sororities & Fraternities,$0,Support N.E.C.,$0,"$4,952",$0,"$5,704",$0,$0,"$2,084",$0
004-83-4604,Julius,Hope,Male,8-855-407-6022,Julius_Hope1142@deons.tech,Vermont,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sales,Unknown,Unknown,Gymnasium,Geography,Unknown,Unknown,Unknown,Unknown,Unknown,"$13,296",$0,Alumni Associations,$0,Support N.E.C.,$0,"$3,480",$0,"$9,816",$0,$0,$0,$0
004-84-8162,Hadley,Robe,Female,0-236-247-8752,Hadley_Robe6404@bauros.biz,New Mexico,TRUE,TRUE,Unknown,FALSE,Unknown,Unknown,Metro Cash&Carry,Marketing,Unknown,Unknown,Middle school,Language Arts,Unknown,Unknown,35,Unknown,Unknown,"$19,386","$3,210",Educational Services,$0,Support N.E.C.,$0,"$4,776",$0,"$7,647",$0,$0,"$3,753",$0
004-87-7181,Chelsea,Oliver,Female,6-702-140-8772,Chelsea_Oliver8183@yahoo.com,Arizona,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Ecology,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,718",$0,Remedial Reading & Encouragement,$0,Support N.E.C.,$0,$0,$0,"$6,718",$0,$0,$0,$0
005-02-0254,Mya,Lyon,Female,1-746-856-8254,Mya_Lyon3814@infotech44.tech,Arizona,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Purchasing,Unknown,Unknown,Unknown,Ecology,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,677",$0,Parent & Teacher Groups,$0,Support N.E.C.,$0,$0,$0,"$6,677",$0,$0,$0,$0
005-03-0351,Alexa,Hall,Female,1-825-661-7821,Alexa_Hall5177@acrit.org,Utah,TRUE,FALSE,FALSE,TRUE,Unknown,Unknown,Comodo,IT,Unknown,Unknown,University college,French,Unknown,Unknown,24,Unknown,Unknown,"$13,620","$2,533",Education N.E.C.,$0,Support N.E.C.,$0,$475,$0,"$4,193",$0,$0,"$6,419",$0
005-04-0653,Matt,Squire,Male,1-586-133-8268,Matt_Squire1310@gembat.biz,California,FALSE,FALSE,TRUE,FALSE,Unknown,Unknown,Carrefour,Finance,"$112,495",Unknown,Junior college,Latin,Unknown,Unknown,32,Unknown,Unknown,"$20,516","$7,119",Environment,"$1,277",Support N.E.C.,$0,"$2,011",$0,"$5,300",$0,$0,"$1,698","$3,111"
005-10-4105,Roger,Welsch,Male,4-664-822-7472,Roger_Welsch5616@gembat.biz,Maryland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Spanish,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,296",$0,Alliances & Advocacy,$0,Support N.E.C.,$0,$0,$0,"$1,296",$0,$0,$0,$0
005-11-2486,Aleksandra,Lowe,Female,0-555-486-5678,Aleksandra_Lowe2575@typill.biz,New Hampshire,TRUE,FALSE,FALSE,FALSE,Unknown,Unknown,Demaco,Finance,"$100,955",Unknown,Graduate school,History,Unknown,Unknown,56,Unknown,Unknown,"$22,997","$6,337",Management & Technical Assistance,$475,Support N.E.C.,$0,$143,$0,"$6,524",$0,$0,"$6,293","$3,225"
005-18-7261,Fred,Logan,Male,7-117-052-8074,Fred_Logan4792@gompie.com,Kansas,TRUE,FALSE,Unknown,TRUE,Unknown,Unknown,Vodafone,Management,Unknown,Unknown,Public university,Instrumental Music,Unknown,Unknown,32,Unknown,Unknown,"$23,221","$5,979",Professional Societies & Associations,$0,Support N.E.C.,$0,"$3,137",$0,"$9,109",$0,$0,"$4,996",$0
005-36-2528,Henry,Irwin,Male,3-518-357-4356,Henry_Irwin3228@iatim.tech,Montana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Junior college,Instrumental Music,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,381",$0,Research Institutes & Public Policy Analysis,$0,Support N.E.C.,$0,$0,$0,"$8,381",$0,$0,$0,$0
005-37-6406,Henry,Morris,Male,7-177-328-3267,Henry_Morris1909@nickia.com,Arkansas,FALSE,TRUE,Unknown,TRUE,Unknown,Unknown,Vodafone,IT,Unknown,Unknown,Corporate university,Music,Unknown,Unknown,37,Unknown,Unknown,"$17,718","$1,843",Single Organization Support,$0,Support N.E.C.,$0,"$4,699",$0,"$7,309",$0,$0,"$3,867",$0
005-40-0344,Mike,Sloan,Male,8-444-640-6578,Mike_Sloan8521@tonsy.org,New Hampshire,FALSE,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,IT,Unknown,Unknown,University-preparatory school,Ancient Civilizations,Unknown,Unknown,Unknown,Unknown,Unknown,"$12,916",$0,Fund Raising & Fund Distribution,$0,Support N.E.C.,$0,"$4,944",$0,"$7,972",$0,$0,$0,$0
005-60-6632,Logan,Allwood,Male,7-676-785-6514,Logan_Allwood1708@bulaffy.com,Oklahoma,FALSE,TRUE,TRUE,TRUE,Unknown,Unknown,ExxonMobil,Finance,"$115,227",Unknown,Technical college,German,Unknown,Unknown,80,Unknown,Unknown,"$20,198","$5,710",Support N.E.C.,"$2,454",Support N.E.C.,$0,"$2,257",$0,"$4,328",$0,$0,"$5,449",$0
005-65-4328,Daria,Moore,Female,5-157-547-7022,Daria_Moore9649@gembat.biz,Maryland,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Areon Impex,Human Resources,"$127,639",Unknown,Junior college,Economics,TRUE,FALSE,76,TRUE,TRUE,"$42,901",$360,Pollution Abatement & Control,"$1,260",Supplemental Unemployment Compensation,"$7,983","$3,884","$4,402","$2,078","$4,374","$9,030","$1,649","$7,881"
005-74-1104,Alan,Robertson,Unknown,Unknown,Alan_Robertson5269@liret.org,Montana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Dramatics,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Recycling,$0,Supermarkets and Other Grocery (except Convenience) Stores,$0,$0,$0,$0,$0,$0,$0,$0
005-75-3244,Ethan,Stone,Male,1-776-221-2162,Ethan_Stone6234@typill.biz,North Dakota,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,Facebook,Accounting,"$99,350",Unknown,University-preparatory school,Leadership,Unknown,Unknown,38,Unknown,Unknown,"$14,131","$4,295",Natural Resources Conservation & Protection,$429,Substance Abuse Treatment,$0,"$1,074",$0,"$4,221",$0,$0,"$4,112",$0
005-81-8004,Aisha,Lloyd,Female,6-256-264-6544,Aisha_Lloyd425@extex.org,Kentucky,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BuzzFeed,Operations,"$56,073",Unknown,Graduate school,Dramatics,TRUE,FALSE,23,TRUE,FALSE,"$29,611","$5,130","Water Resources, Wetlands Conservation & Management","$2,518",Substance Abuse Prevention,"$2,567",$571,"$1,177","$2,959",$414,"$3,344","$6,077","$4,854"
005-82-2871,Ellen,Pond,Female,6-526-418-0073,Ellen_Pond1191@irrepsy.com,Alabama,FALSE,TRUE,Unknown,TRUE,Unknown,Unknown,Comodo,Finance,Unknown,Unknown,Gymnasium,LOGIC,Unknown,Unknown,32,Unknown,Unknown,"$19,021","$4,875",Land Resources Conservation,$0,"Substance Abuse Dependency, Prevention & Treatment",$0,"$4,919",$0,"$5,694",$0,$0,"$3,533",$0
005-83-8425,Mabel,Lane,Female,1-741-458-1337,Mabel_Lane8579@infotech44.tech,South Dakota,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sales,Unknown,Unknown,Unknown,Physical Education,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,792",$0,Energy Resources Conservation & Development,$0,Student Sororities & Fraternities,$0,$0,$0,"$6,792",$0,$0,$0,$0
005-86-5336,Henry,Swan,Unknown,2-056-567-6726,Henry_Swan3129@bungar.biz,Arkansas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Trigonometry,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Forest Conservation,$0,Student Services,$0,$0,$0,$0,$0,$0,$0,$0
005-86-6562,Barney,Jackson,Male,6-315-404-0074,Barney_Jackson3968@bulaffy.com,Alabama,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,AECOM,Finance,"$36,582",FALSE,Middle school,Speech,TRUE,TRUE,65,TRUE,TRUE,"$43,902","$4,295","Botanical, Horticultural & Landscape Services","$1,843",State-Sponsored Workers Compensation Reinsurance Organizations,"$3,411","$4,197","$3,259","$9,446","$4,072","$5,533","$1,305","$6,541"
006-00-2268,Meredith,Redden,Female,7-457-636-2562,Meredith_Redden5172@nanoff.biz,New Mexico,FALSE,TRUE,Unknown,FALSE,Unknown,Unknown,Areon Impex,Marketing,Unknown,Unknown,Public university,History,Unknown,Unknown,72,Unknown,Unknown,"$10,907","$4,477",Botanical Gardens & Arboreta,$0,Spouse Abuse Prevention,$0,"$2,953",$0,"$3,477",$0,$0,$0,$0
006-00-5032,Nicole,Kennedy,Female,3-273-174-1073,Nicole_Kennedy9414@corti.com,Vermont,TRUE,TRUE,FALSE,FALSE,FALSE,Unknown,Demaco,Sales,"$38,081",Unknown,Technical college,Sociology,Unknown,Unknown,64,Unknown,Unknown,"$36,777","$5,803",Garden Clubs,"$2,451",Sports Associations & Training Facilities,$0,"$1,831","$9,570","$7,847",$0,$0,"$2,379","$6,896"
006-01-7222,Anthony,Gray,Male,7-315-768-5326,Anthony_Gray5303@bulaffy.com,Idaho,FALSE,TRUE,TRUE,FALSE,TRUE,Unknown,Telekom,Marketing,"$111,825",Unknown,University-preparatory school,Art,FALSE,TRUE,67,Unknown,TRUE,"$43,167","$2,215",Environmental Beautification,"$1,899",Specifically Named Diseases Research,"$8,060","$3,615","$8,869","$5,610","$3,202","$4,289","$1,221","$4,187"
006-10-8883,Chris,Saunders,Male,5-533-646-3706,Chris_Saunders1277@muall.tech,Pennsylvania,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Research and Development,Unknown,Unknown,Graduate school,Mathematics,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,654",$0,Environmental Education,$0,Specifically Named Diseases,$0,$0,$0,"$8,654",$0,$0,$0,$0
006-13-4652,Roger,Moore,Male,2-270-303-4504,Roger_Moore6756@hourpy.biz,Minnesota,FALSE,TRUE,TRUE,TRUE,Unknown,Unknown,Leadertech Consulting,Purchasing,"$139,392",Unknown,Graduate school,Mathematics,Unknown,Unknown,22,Unknown,Unknown,"$17,912","$1,798",Environment N.E.C.,"$2,267",Specialty Hospitals,$0,"$2,293",$0,"$7,247",$0,$0,"$4,307",$0
006-13-6673,Skylar,Tyrrell,Female,5-130-061-3021,Skylar_Tyrrell8380@bauros.biz,Missouri,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Zepter,Accounting,"$70,057",Unknown,Public university,Design and technology,FALSE,TRUE,40,FALSE,FALSE,"$50,823","$2,547",Animal-Related,"$2,507",Special Olympics,"$3,192","$3,493","$13,433","$3,948","$4,183","$4,937","$4,959","$7,624"
006-38-5284,Ronald,Raven,Male,0-080-513-2680,Ronald_Raven9233@qater.org,Missouri,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Leadertech Consulting,Marketing,"$75,519",Unknown,Junior college,German,FALSE,FALSE,43,TRUE,FALSE,"$46,888","$6,332",Alliances & Advocacy,"$2,375",Special Education,"$3,137","$4,040","$8,501","$9,162","$3,183","$3,695","$4,065","$2,398"
006-38-7412,Noah,Lowe,Male,7-233-325-7122,Noah_Lowe4751@brety.org,Arkansas,TRUE,FALSE,FALSE,TRUE,TRUE,Unknown,It Smart Group,Operations,"$122,170",Unknown,Gymnasium,Latin,TRUE,FALSE,25,Unknown,Unknown,"$31,668","$6,443",Management & Technical Assistance,"$2,025",Soup Kitchens,"$5,777",$460,"$4,363","$8,445",$0,$0,"$4,135",$20
006-38-8766,Melinda,Brett,Female,0-362-556-5622,Melinda_Brett2169@irrepsy.com,Nebraska,FALSE,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Junior college,Mathematics,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,940",$0,Professional Societies & Associations,$0,"Soil Preparation, Planting, and Cultivating",$0,"$3,216",$0,"$1,724",$0,$0,$0,$0
006-42-8388,Kassandra,Lee,Female,5-722-161-8606,Kassandra_Lee2373@tonsy.org,Idaho,FALSE,FALSE,TRUE,TRUE,FALSE,Unknown,Facebook,Research and Development,"$121,223",Unknown,High school,Ecology,FALSE,TRUE,35,Unknown,FALSE,"$35,562",$578,Research Institutes & Public Policy Analysis,"$1,077",Social Science N.E.C.,"$4,312","$3,198","$7,477","$9,791",$692,"$3,164","$2,921","$2,352"
006-44-2387,Sasha,Mcguire,Female,4-477-886-4077,Sasha_Mcguire4810@vetan.org,Indiana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Dramatics,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,470",$0,Single Organization Support,$0,Social Science,$0,$0,$0,"$9,470",$0,$0,$0,$0
006-48-4066,Renee,Vass,Female,2-128-723-6423,Renee_Vass3596@corti.com,Missouri,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Carrefour,Sales,"$46,999",FALSE,Junior college,Language Arts,TRUE,FALSE,59,TRUE,FALSE,"$49,115","$7,133",Fund Raising & Fund Distribution,$27,Social Science,"$8,560","$2,350","$2,140","$2,762","$4,902","$9,821","$2,717","$8,703"
006-66-4101,Cadence,Hill,Female,4-761-254-7754,Cadence_Hill1092@nanoff.biz,Indiana,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,ENEL,Research and Development,"$125,860",Unknown,Middle school,Earth Science,Unknown,Unknown,68,Unknown,Unknown,"$12,479",$714,Support N.E.C.,$513,Soccer,$0,"$3,930",$0,"$5,825",$0,$0,"$1,497",$0
006-67-3156,Matthew,Phillips,Male,8-507-602-8603,Matthew_Phillips6699@liret.org,Montana,FALSE,FALSE,Unknown,FALSE,Unknown,Unknown,Unknown,Management,Unknown,Unknown,University college,Accounting,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,543",$0,Animal Protection & Welfare,$0,Snack and Nonalcoholic Beverage Bars,$0,"$2,752",$0,"$3,791",$0,$0,$0,$0
006-67-4115,Dasha,Lewin,Female,4-758-010-5750,Dasha_Lewin8138@corti.com,Rhode Island,TRUE,FALSE,Unknown,FALSE,Unknown,Unknown,Leadertech Consulting,Marketing,Unknown,Unknown,University-preparatory school,Accounting,Unknown,Unknown,19,Unknown,Unknown,"$13,927","$4,212",Wildlife Preservation & Protection,$0,Smoking Addiction,$0,"$1,505",$0,"$2,861",$0,$0,"$5,349",$0
006-73-7234,Carolyn,Terry,Unknown,5-256-231-5274,Carolyn_Terry3149@dionrab.com,North Dakota,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Science,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Protection of Endangered Species,$0,Small Business Development,$0,$0,$0,$0,$0,$0,$0,$0
006-80-7870,Estrella,Santos,Female,5-828-631-5288,Estrella_Santos9261@eirey.tech,California,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Facebook,Operations,"$77,976",Unknown,University-preparatory school,German,TRUE,TRUE,64,FALSE,FALSE,"$41,709","$7,497",Bird Sanctuaries,$863,Single Parent Agencies,"$6,662","$2,987","$6,813","$5,081","$5,607","$1,144","$1,296","$3,759"
006-87-1324,Jacob,Jacobs,Male,8-335-381-2143,Jacob_Jacobs9308@twace.org,New Jersey,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,UPC,Marketing,"$90,092",Unknown,Graduate school,Grammar,FALSE,TRUE,39,TRUE,TRUE,"$31,764","$1,261",Fisheries Resources,$306,Single Organization Support,"$1,877","$4,365","$11,260","$4,600",$326,"$3,410","$4,272",$87
007-03-6477,Stephanie,Carson,Female,7-404-350-2621,Stephanie_Carson5546@womeona.net,Montana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,LOGIC,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,925",$0,Wildlife Sanctuaries,$0,Single Organization Support,$0,$0,$0,"$8,925",$0,$0,$0,$0
007-06-8030,Isla,Gray,Female,1-776-632-1278,Isla_Gray5299@acrit.org,Minnesota,FALSE,FALSE,TRUE,FALSE,Unknown,Unknown,Zepter,Accounting,"$88,715",Unknown,Junior college,Handwriting,Unknown,Unknown,75,Unknown,Unknown,"$19,786",$373,Veterinary Services,$568,Single Organization Support,$0,"$3,574",$0,"$2,062",$0,$0,"$4,945","$8,264"
007-23-0708,Brooklyn,Redfern,Female,3-100-140-3378,Brooklyn_Redfern7286@womeona.net,Nebraska,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Gymnasium,Handwriting,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,891",$0,Zoos & Aquariums,$0,Single Organization Support,$0,$0,$0,"$9,891",$0,$0,$0,$0
007-25-2100,Leroy,Pickard,Unknown,Unknown,Unknown,Nebraska,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Science,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Animal Services N.E.C.,$0,Single Organization Support,$0,$0,$0,$0,$0,$0,$0,$0
007-40-7336,Isla,Middleton,Female,5-612-408-3032,Isla_Middleton8348@tonsy.org,Florida,TRUE,FALSE,TRUE,FALSE,Unknown,Unknown,Zepter,Human Resources,"$128,684",Unknown,Public university,Instrumental Music,Unknown,Unknown,69,Unknown,Unknown,"$23,920","$6,683",Animal Training,"$1,850",Single Organization Support,$0,"$1,683",$0,"$6,882",$0,$0,"$1,035","$5,787"
007-42-0025,Marissa,Nurton,Unknown,Unknown,Marissa_Nurton1561@bauros.biz,Arkansas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Handwriting,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Animal-Related N.E.C.,$0,Single Organization Support,$0,$0,$0,$0,$0,$0,$0,$0
007-54-1800,Ron,Rogan,Male,3-035-345-5403,Ron_Rogan5610@deons.tech,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Purchasing,Unknown,Unknown,Unknown,English IV,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,016",$0,Health Care,$0,Single Organization Support,$0,$0,$0,"$4,016",$0,$0,$0,$0
007-70-5830,Jayden,Williams,Male,4-263-175-8645,Jayden_Williams5744@sheye.org,Tennessee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Operations,Unknown,Unknown,Unknown,German,Unknown,Unknown,Unknown,Unknown,Unknown,"$5,926",$0,Alliances & Advocacy,$0,Single Organization Support,$0,$0,$0,"$5,926",$0,$0,$0,$0
007-75-2081,Anthony,Dubois,Male,4-154-457-0508,Anthony_Dubois7723@qater.org,Nebraska,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown,UPC,Finance,"$140,609",Unknown,Junior college,LOGIC,FALSE,TRUE,39,Unknown,Unknown,"$33,935","$1,390",Management & Technical Assistance,"$1,622",Single Organization Support,"$5,901","$1,630","$7,348","$2,876",$0,$0,"$5,639","$7,529"
007-83-8672,Percy,Addison,Male,1-614-812-3742,Percy_Addison2452@nimogy.biz,New York,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,CarMax,Marketing,"$99,854",TRUE,Corporate university,Science,FALSE,TRUE,71,FALSE,FALSE,"$42,549","$6,590",Professional Societies & Associations,"$2,449",Single Organization Support,"$5,558","$1,012","$12,551",$959,$412,"$3,477","$3,080","$6,461"
007-86-0687,Mason,Kelly,Unknown,2-604-357-0657,Mason_Kelly4873@cispeto.com,Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Design and technology,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Research Institutes & Public Policy Analysis,$0,Single Organization Support,$0,$0,$0,$0,$0,$0,$0,$0
008-02-4668,David,London,Male,1-183-738-1634,David_London5588@sveldo.biz,Illinois,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Zepter,Finance,"$124,558",Unknown,Technical college,Language Arts,FALSE,TRUE,65,TRUE,TRUE,"$32,648","$3,578",Single Organization Support,"$1,921",Single Organization Support,"$1,062","$4,495","$3,370","$1,289","$5,993",$157,"$3,083","$7,700"
008-05-6114,Ronald,Richardson,Male,0-113-483-5060,Ronald_Richardson4409@liret.org,Wyoming,FALSE,FALSE,Unknown,TRUE,Unknown,Unknown,Unknown,Accounting,Unknown,Unknown,Public university,Trigonometry,Unknown,Unknown,30,Unknown,Unknown,"$5,429","$2,629",Fund Raising & Fund Distribution,$0,Single Organization Support,$0,$190,$0,"$2,610",$0,$0,$0,$0
008-15-7448,Diane,Kent,Female,3-801-468-8652,Diane_Kent5172@naiker.biz,Maryland,TRUE,FALSE,TRUE,TRUE,Unknown,Unknown,Telekom,Marketing,"$64,483",Unknown,High school,Earth Science,Unknown,Unknown,32,Unknown,Unknown,"$14,445",$928,Support N.E.C.,$833,Single Organization Support,$0,"$4,094",$0,"$4,196",$0,$0,"$4,394",$0
008-26-6028,Sage,Cann,Female,6-688-485-1887,Sage_Cann3773@jiman.org,Nevada,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Mars,Human Resources,"$127,084",FALSE,Junior college,Mathematics,FALSE,TRUE,46,FALSE,FALSE,"$37,254","$2,755",Hospitals,$330,Single Organization Support,"$5,432",$487,"$4,257","$5,215","$5,251","$1,581","$2,565","$9,381"
008-28-4854,Rocco,Vernon,Male,8-356-878-0338,Rocco_Vernon2034@sveldo.biz,Massachussets,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Research and Development,Unknown,Unknown,Unknown,Leadership,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,836",$0,Community Health Systems,$0,Single Organization Support,$0,$0,$0,"$1,836",$0,$0,$0,$0
008-33-4407,Tyler,Stanton,Male,8-768-205-6726,Tyler_Stanton8213@twipet.com,Iowa,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown,UPC,Management,"$139,544",Unknown,Technical college,Leadership,FALSE,FALSE,43,Unknown,FALSE,"$40,169","$4,369",General Hospitals,"$1,532",Single Organization Support,"$3,169","$1,113","$8,660","$4,839","$5,073","$1,743","$4,648","$5,023"
008-34-0612,Johnny,Leigh,Male,6-234-080-2708,Johnny_Leigh1441@vetan.org,New Hampshire,TRUE,TRUE,Unknown,FALSE,Unknown,Unknown,Metro Cash&Carry,Finance,Unknown,Unknown,Technical college,Mathematics,Unknown,Unknown,50,Unknown,Unknown,"$3,573",$760,Specialty Hospitals,$0,Single Organization Support,$0,$426,$0,"$2,387",$0,$0,$0,$0
008-35-0671,Denis,Jackson,Male,8-353-180-5682,Denis_Jackson1772@twace.org,Texas,TRUE,FALSE,TRUE,FALSE,Unknown,Unknown,CarMax,Accounting,"$69,339",Unknown,University-preparatory school,Sociology,Unknown,Unknown,36,Unknown,Unknown,"$21,806","$4,398",Ambulatory & Primary Health Care,$518,Single Organization Support,$0,$717,$0,"$6,927",$0,$0,"$5,830","$3,416"
008-37-0020,Jolene,Jeffery,Female,8-558-024-0738,Jolene_Jeffery4589@nimogy.biz,Ohio,FALSE,FALSE,Unknown,FALSE,Unknown,Unknown,Global Print,Accounting,Unknown,Unknown,Corporate university,English IV,Unknown,Unknown,32,Unknown,Unknown,"$16,584","$4,903",Group Health Practices,$0,Single Organization Support,$0,"$1,078",$0,"$6,445",$0,$0,"$4,158",$0
008-58-7140,Melanie,Rose,Female,7-222-206-7410,Melanie_Rose4650@zorer.org,Tennessee,FALSE,TRUE,TRUE,FALSE,TRUE,Unknown,DynCorp,IT,"$146,945",Unknown,Graduate school,German,FALSE,FALSE,48,Unknown,Unknown,"$41,422",$30,Community Clinics,$946,Single Organization Support,"$7,116","$4,741","$9,659","$7,228",$0,$0,"$5,944","$5,758"
008-60-7311,Gwen,Ramsey,Female,5-477-766-4083,Gwen_Ramsey3944@bulaffy.com,Alaska,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Instrumental Music,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,949",$0,Reproductive Health Care,$0,Single Organization Support,$0,$0,$0,"$6,949",$0,$0,$0,$0
008-70-0452,Angela,Warden,Female,4-747-322-3825,Angela_Warden6706@mafthy.com,Oregon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Unknown,Science,Unknown,Unknown,Unknown,Unknown,Unknown,"$5,735",$0,Family Planning,$0,Single Organization Support,$0,$0,$0,"$5,735",$0,$0,$0,$0
008-82-3136,Callie,Salt,Unknown,2-725-345-6251,Callie_Salt8326@deavo.com,Hawaii,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,English IV,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Rehabilitative Care,$0,Single Organization Support,$0,$0,$0,$0,$0,$0,$0,$0
008-86-2458,Emmanuelle,Potts,Female,7-323-415-3315,Emmanuelle_Potts58@brety.org,Connecticut,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Accounting,Unknown,Unknown,Junior college,Science,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,297",$0,Health Support,$0,Singing & Choral Groups,$0,$0,$0,"$9,297",$0,$0,$0,$0
